                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                 1.6627,                 3.0195,                 1.6659,                0.67545,                0.30208,                0.40642,                0.29368,                  1.363,                 2.2261,                 1.4533,              2.593e-05,              2.593e-05,              2.593e-05
                     81,                 1.6708,                 3.2005,                 1.6985,                0.63163,                0.30974,                0.40525,                0.29233,                 1.3574,                 2.2164,                 1.4428,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     82,                  1.646,                 3.1324,                 1.7002,                0.67503,                 0.3104,                0.40423,                0.28843,                 1.3629,                 2.2265,                 1.4551,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     83,                 1.6895,                 3.0685,                 1.7121,                0.70789,                0.30091,                0.41346,                0.29677,                 1.3485,                 2.2409,                 1.4478,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     84,                 1.6445,                 3.1159,                 1.6512,                0.69849,                0.29225,                0.41372,                0.29871,                 1.3424,                 2.2345,                 1.4477,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     85,                 1.6607,                 3.0512,                 1.6431,                0.74573,                0.29574,                0.42321,                0.30521,                 1.3396,                 2.2031,                 1.4401,              2.004e-05,              2.004e-05,              2.004e-05
                     86,                 1.6497,                 3.0975,                 1.6972,                0.55268,                0.38895,                0.41949,                0.30364,                  1.343,                 2.2054,                 1.4456,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     87,                 1.6346,                  2.938,                  1.665,                0.73743,                0.29537,                0.42428,                0.30778,                 1.3462,                 2.2167,                 1.4456,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     88,                   1.68,                 2.9812,                 1.6804,                0.71928,                0.30576,                0.42227,                0.30772,                 1.3472,                 2.1953,                 1.4508,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     89,                 1.6256,                 3.1664,                 1.6969,                0.55526,                0.37911,                0.42135,                0.30597,                 1.3406,                 2.1731,                 1.4331,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     90,                 1.6259,                 3.0597,                 1.6467,                0.54577,                0.38218,                0.42625,                0.31445,                 1.3373,                 2.2121,                 1.4369,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     91,                 1.5962,                 3.5126,                 1.6158,                0.59386,                 0.3774,                0.42972,                0.31014,                 1.3325,                 2.3254,                 1.4113,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     92,                 1.6282,                 3.5553,                 1.6268,                0.50435,                0.43431,                0.43576,                0.31003,                 1.3531,                 2.4793,                 1.4207,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     93,                 1.6597,                 3.5981,                 1.6369,                0.51793,                0.42961,                0.43175,                0.30612,                 1.3418,                 2.4357,                 1.4131,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     94,                 1.6613,                 3.5886,                 1.6618,                0.53085,                0.42293,                0.42726,                0.30728,                 1.3507,                 2.4428,                 1.4148,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     95,                 1.6254,                  3.436,                 1.6306,                0.55044,                0.41935,                0.43354,                 0.3139,                 1.3463,                 2.4916,                 1.4162,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     96,                 1.7209,                 3.5463,                 1.7249,                 0.5951,                0.41924,                0.43006,                0.30595,                  1.351,                 2.4784,                 1.4189,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     97,                 1.6218,                 3.4073,                 1.6278,                0.54956,                0.42562,                 0.4367,                0.30781,                  1.348,                 2.4651,                 1.4204,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     98,                 1.6484,                 3.4182,                 1.6467,                0.55929,                0.42539,                0.43677,                0.31288,                 1.3386,                 2.4193,                 1.4116,             4.7243e-06,             4.7243e-06,             4.7243e-06
                     99,                 1.5607,                 3.4205,                 1.5751,                0.52239,                0.42843,                0.44238,                0.31414,                  1.341,                 2.4485,                 1.4177,             3.5462e-06,             3.5462e-06,             3.5462e-06
                    100,                 1.6693,                 3.7119,                 1.6653,                0.55347,                0.43326,                0.43823,                0.31284,                 1.3339,                 2.4695,                 1.4089,             2.3681e-06,             2.3681e-06,             2.3681e-06
